mouseReads	humanReads	mouseMT	humanMT	mouseNuclearReads	humanNuclearReads	nuclearMouseHumanRatio	mtMouseHumanRatio	fracMito	totalAlignedReads
38	3891	2	3307	36	584	0.0616438356164384	0.000604777744179014	0.842199032832782	3929
364	41269	42	18977	322	22292	0.0144446438184102	0.00221320545924013	0.456825114692672	41633
1222	32530	190	13899	1032	18631	0.0553915517148838	0.0136700482049068	0.417427115430197	33752
76	24372	40	19275	36	5097	0.00706297822248381	0.00207522697795071	0.79004417539267	24448
13	725	1	387	12	338	0.0355029585798817	0.00258397932816537	0.525745257452574	738
25	750	0	289	25	461	0.0542299349240781	0	0.372903225806452	775
543	8970	0	1124	543	7846	0.0692072393576345	0	0.118154104909072	9513
75	18782	47	8733	28	10049	0.00278634690018907	0.00538188480476354	0.465609587951424	18857
99	44118	11	26215	88	17903	0.00491537731106518	0.000419607095174518	0.593120293099939	44217
36085	237	2551	52	33534	185	181.264864864865	49.0576923076923	0.0716645559165244	36322
1017	191	14	26	1003	165	6.07878787878788	0.538461538461538	0.033112582781457	1208
3432	1609	1217	1024	2215	585	3.78632478632479	1.1884765625	0.444554651854791	5041
